dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
clustered,identity,hamming_full,hamming,8192,256,256,64,10,160,8.892,8.376,73.555,72.546,83.491,13595.3,64630.4,0.429167,3878.607,52.73,1
clustered,identity,hamming_full,hamming,8192,256,256,64,10,8192,8.892,8.376,267.420,258.154,287.499,3739.4,3494.5,1.000000,3878.607,14.50,1
clustered,matern,hamming_full,hamming,8192,256,256,64,10,10,8.892,8.376,52.908,53.890,60.706,18900.7,86357.3,0.041667,3875.716,73.25,1
clustered,matern,hamming_full,hamming,8192,256,256,64,10,20,8.892,8.376,53.597,53.186,62.371,18657.9,84646.8,0.079167,3875.716,72.31,1
clustered,matern,hamming_full,hamming,8192,256,256,64,10,40,8.892,8.376,58.000,57.026,65.187,17241.5,80907.4,0.122917,3875.716,66.82,1
clustered,matern,hamming_full,hamming,8192,256,256,64,10,80,8.892,8.376,162.716,67.650,185.031,6145.7,53960.6,0.220833,3875.716,23.82,1
clustered,matern,hamming_full,hamming,8192,256,256,64,10,160,8.892,8.376,73.207,72.898,83.331,13659.9,64647.2,0.370833,3875.716,52.94,1
clustered,matern,hamming_full,hamming,8192,256,256,64,10,8192,8.892,8.376,267.883,257.258,286.155,3733.0,3488.0,1.000000,3875.716,14.47,1
clustered,sobolev,hamming_full,hamming,8192,256,256,64,10,10,8.892,8.376,52.480,51.586,61.250,19054.9,86407.2,0.043750,3879.725,73.93,1
clustered,sobolev,hamming_full,hamming,8192,256,256,64,10,20,8.892,8.376,53.452,54.850,62.051,18708.4,84049.2,0.077083,3879.725,72.58,1
clustered,sobolev,hamming_full,hamming,8192,256,256,64,10,40,8.892,8.376,56.644,57.218,65.827,17654.3,79801.2,0.133333,3879.725,68.49,1
clustered,sobolev,hamming_full,hamming,8192,256,256,64,10,80,8.892,8.376,64.642,62.818,73.346,15469.7,14876.7,0.247917,3879.725,60.02,1
clustered,sobolev,hamming_full,hamming,8192,256,256,64,10,160,8.892,8.376,75.544,74.787,86.948,13237.3,64053.5,0.393750,3879.725,51.36,1
clustered,sobolev,hamming_full,hamming,8192,256,256,64,10,8192,8.892,8.376,272.622,262.155,312.908,3668.1,3128.8,1.000000,3879.725,14.23,1
clustered,identity,posterior_full,posterior,8192,256,256,64,10,10,8.988,8.376,72.589,72.515,76.963,13776.1,50761.2,0.058333,3878.607,53.43,1
clustered,identity,posterior_full,posterior,8192,256,256,64,10,20,8.988,8.376,131.682,75.427,81.699,7594.1,50296.5,0.097917,3878.607,29.45,1
clustered,identity,posterior_full,posterior,8192,256,256,64,10,40,8.988,8.376,80.873,77.699,82.307,12365.0,47196.2,0.154167,3878.607,47.96,1
clustered,identity,posterior_full,posterior,8192,256,256,64,10,80,8.988,8.376,87.014,83.427,90.403,11492.4,47046.6,0.264583,3878.607,44.57,1
clustered,identity,posterior_full,posterior,8192,256,256,64,10,160,8.988,8.376,94.219,93.155,101.220,10613.6,42984.4,0.427083,3878.607,41.17,1
